Date,Temperature,Relative Humidity,Peak Demand,Population Growth (%),Precipitation,Energy Imports (%),Wind speed 10 m,Delhi_Daily_Sales,Cumulative_EVs_Delhi,Estimated_Charging_Load_MW,Energy Mix Contribution (%),Renewable Energy (%),Earth Skin Temperature,GDP (Trillions USD)
8/5/2020,31.51,70.77,193.3666667,0.973,1.44,29.382,2.77,26.19,8203.48,12.14,6.96,3.955,31.85,2.53
8/6/2020,31.28,70.14,193.9,0.973,2.2,29.382,6.32,26.19,8229.67,12.18,6.96,3.955,31.83,2.53
8/7/2020,31.24,71.99,194.4333333,0.973,1.03,29.382,4.54,26.19,8255.86,12.22,6.96,3.955,32.28,2.53
8/8/2020,32.28,68.19,194.9666667,0.973,5.28,29.382,1.23,26.19,8282.05,12.26,6.96,3.955,33.54,2.53
8/9/2020,32.29,68.06,175.9333333,0.973,4.54,29.382,1,26.19,8308.24,12.3,6.96,3.955,32.86,2.53
8/10/2020,30.59,78.02,196,0.973,5.2,29.382,2.72,26.19,8334.43,12.33,6.96,3.955,31.4,2.53
8/11/2020,29.26,85.53,196.5333333,0.973,17.59,29.382,2.77,26.19,8360.62,12.37,6.96,3.955,29.39,2.53
8/12/2020,30.92,79.06,197.0666667,0.973,11.17,29.382,2.86,26.19,8386.81,12.41,6.96,3.955,31.19,2.53
8/13/2020,29.18,87.46,197.6,0.973,15.95,29.382,2.06,26.19,8413,12.45,6.96,3.955,29.45,2.53
8/14/2020,28.63,87.63,198.1333333,0.973,11.54,29.382,2.87,26.19,8439.19,12.49,6.96,3.955,28.73,2.53
8/15/2020,29.72,80.26,198.6666667,0.973,0.53,29.382,3.36,26.19,8465.38,12.53,6.96,3.955,30.25,2.53
8/16/2020,30.54,78.65,179.2666667,0.973,0.18,29.382,2.64,26.19,8491.57,12.57,6.96,3.955,31.32,2.53
8/17/2020,31.06,77.07,199.7333333,0.973,1.97,29.382,2.52,26.19,8517.76,12.61,6.96,3.955,31.73,2.53
8/18/2020,30.52,80.73,200.2666667,0.973,5.55,29.382,1.98,26.19,8543.95,12.65,6.96,3.955,30.89,2.53
8/19/2020,29.98,84.86,200.8,0.973,16.01,29.382,1.57,26.19,8570.14,12.68,6.96,3.955,30.06,2.53
8/20/2020,27.99,90.13,201.3333333,0.973,25.43,29.382,2.9,26.19,8596.33,12.72,6.96,3.955,27.92,2.53
8/21/2020,28.19,81.39,201.8666667,0.973,0.16,29.382,4.02,26.19,8622.52,12.76,6.96,3.955,28.39,2.53
8/22/2020,28.34,81.03,202.4,0.973,0.17,29.382,4.25,26.19,8648.71,12.8,6.96,3.955,28.74,2.53
8/23/2020,28.36,82.92,182.6333333,0.973,1.39,29.382,4.76,26.19,8674.9,12.84,6.96,3.955,28.75,2.53
8/24/2020,28.8,80.1,203.4666667,0.973,0.21,29.382,4.49,26.19,8701.09,12.88,6.96,3.955,29.28,2.53
8/25/2020,29.16,79.91,203.9666667,0.973,0.04,29.382,3.5,26.19,8727.28,12.92,6.96,3.955,29.73,2.53
8/26/2020,29.85,76.93,204.5,0.973,0.1,29.382,2.82,26.19,8753.47,12.96,6.96,3.955,30.6,2.53
8/27/2020,29.39,81.61,205.0333333,0.973,7.29,29.382,2.1,26.19,8779.66,12.99,6.96,3.955,29.62,2.53
8/28/2020,29.63,79.08,205.5666667,0.973,18.28,29.382,1.53,26.19,8805.85,13.03,6.96,3.955,29.7,2.53
8/29/2020,29,80.06,206.1,0.973,5.97,29.382,2.38,26.19,8832.04,13.07,6.96,3.955,29.43,2.53
8/30/2020,28.07,81.54,185.9666667,0.973,0.37,29.382,7.14,26.19,8858.23,13.11,6.96,3.955,28.21,2.53
8/31/2020,28.69,76.99,207.1666667,0.973,0.06,29.382,4.09,26.19,8884.42,13.15,6.96,3.955,29.24,2.53
9/1/2020,29.55,75.65,207.7,0.973,0,29.382,2.27,35.58,8920,13.2,6.96,3.955,30.42,2.53
9/2/2020,28.85,78.06,206.1333333,0.973,0,29.382,1.49,35.58,8955.58,13.25,6.96,3.955,29.7,2.53
9/3/2020,29.11,78.3,204.5666667,0.973,0.01,29.382,3.41,35.58,8991.16,13.31,6.96,3.955,29.3,2.53
9/4/2020,29.77,76.28,203,0.973,0.29,29.382,2.51,35.58,9026.74,13.36,6.96,3.955,30.45,2.53
9/5/2020,29.96,74.73,201.4333333,0.973,2.46,29.382,1.84,35.58,9062.32,13.41,6.96,3.955,30.75,2.53
9/6/2020,29.44,74.8,179.8666667,0.973,0.76,29.382,1.58,35.58,9097.9,13.46,6.96,3.955,29.88,2.53
9/7/2020,29.98,72.21,198.3,0.973,7.42,29.382,1.7,35.58,9133.48,13.52,6.96,3.955,30.67,2.53
9/8/2020,29.8,70.64,196.7333333,0.973,0.75,29.382,2.51,35.58,9169.06,13.57,6.96,3.955,30.31,2.53
9/9/2020,30.15,66.45,195.1666667,0.973,0,29.382,2.56,35.58,9204.64,13.62,6.96,3.955,30.68,2.53
9/10/2020,30.66,65.53,193.6,0.973,0,29.382,2.96,35.58,9240.22,13.68,6.96,3.955,31.01,2.53
9/11/2020,31,62.95,192.0333333,0.973,0,29.382,2.35,35.58,9275.8,13.73,6.96,3.955,31.67,2.53
9/12/2020,30.31,62.61,190.4666667,0.973,0,29.382,2.33,35.58,9311.38,13.78,6.96,3.955,31.1,2.53
9/13/2020,30.83,58.41,170,0.973,0.02,29.382,1.97,35.58,9346.96,13.83,6.96,3.955,31.47,2.53
9/14/2020,30.43,55.98,187.3333333,0.973,0.11,29.382,2.14,35.58,9382.54,13.89,6.96,3.955,30.76,2.53
9/15/2020,30.64,54.07,185.7666667,0.973,0,29.382,2.05,35.58,9418.12,13.94,6.96,3.955,30.98,2.53
9/16/2020,31.47,57.27,184.2,0.973,0,29.382,2.3,35.58,9453.7,13.99,6.96,3.955,31.96,2.53
9/17/2020,31.74,57.11,182.6,0.973,0,29.382,3.7,35.58,9489.28,14.04,6.96,3.955,32.29,2.53
9/18/2020,31.88,53.55,181.0333333,0.973,0,29.382,3.58,35.58,9524.86,14.1,6.96,3.955,32.24,2.53
9/19/2020,31.84,51.78,179.4666667,0.973,0,29.382,2.22,35.58,9560.44,14.15,6.96,3.955,32.55,2.53
9/20/2020,30.74,55.09,160.1,0.973,0,29.382,2.85,35.58,9596.02,14.2,6.96,3.955,31.74,2.53
9/21/2020,31.06,51.79,176.3333333,0.973,0,29.382,2.76,35.58,9631.6,14.25,6.96,3.955,31.98,2.53
9/22/2020,31.44,60.02,174.7666667,0.973,1.87,29.382,2.21,35.58,9667.18,14.31,6.96,3.955,32.89,2.53
9/23/2020,30.75,64.69,173.2,0.973,0.62,29.382,2.54,35.58,9702.76,14.36,6.96,3.955,32.32,2.53
9/24/2020,31.27,57.44,171.6333333,0.973,0.02,29.382,2.44,35.58,9738.34,14.41,6.96,3.955,32.29,2.53
9/25/2020,30.79,45.9,170.0666667,0.973,0.06,29.382,3.17,35.58,9773.92,14.47,6.96,3.955,30.7,2.53
9/26/2020,29.91,46.85,168.5,0.973,0,29.382,2.4,35.58,9809.5,14.52,6.96,3.955,30.36,2.53
9/27/2020,29.53,46.65,150.2333333,0.973,0,29.382,2.05,35.58,9845.08,14.57,6.96,3.955,30.44,2.53
9/28/2020,29.76,43.04,165.3666667,0.973,0,29.382,2.76,35.58,9880.66,14.62,6.96,3.955,29.76,2.53
9/29/2020,28.48,45.66,163.8,0.973,0,29.382,3.73,35.58,9916.24,14.68,6.96,3.955,28.93,2.53
9/30/2020,28.03,46.09,162.2333333,0.973,0,29.382,3.87,35.58,9951.82,14.73,6.96,3.955,28.55,2.53
10/1/2020,28.45,41.74,160.6666667,0.973,0,29.382,3.47,35.14,9986.96,14.78,6.96,3.955,28.33,2.53
10/2/2020,28.83,38.92,159.5333333,0.973,0,29.382,2.55,35.14,10022.1,14.83,6.96,3.955,28.73,2.53
10/3/2020,28.11,36.83,158.4,0.973,0,29.382,2.87,35.14,10057.24,14.88,6.96,3.955,28.06,2.53
10/4/2020,27.33,36.03,141.5333333,0.973,0,29.382,2.77,35.14,10092.38,14.94,6.96,3.955,27.39,2.53
10/5/2020,27.6,36.51,156.1333333,0.973,0,29.382,3.36,35.14,10127.52,14.99,6.96,3.955,27.55,2.53
10/6/2020,27.62,34.67,155,0.973,0,29.382,3.22,35.14,10162.66,15.04,6.96,3.955,27.14,2.53
10/7/2020,27.71,34.79,153.9,0.973,0,29.382,2.57,35.14,10197.8,15.09,6.96,3.955,27.4,2.53
10/8/2020,27.6,34.8,152.7666667,0.973,0,29.382,2.7,35.14,10232.94,15.14,6.96,3.955,27.15,2.53
10/9/2020,27.6,36.76,151.6333333,0.973,0,29.382,2.08,35.14,10268.08,15.2,6.96,3.955,27.62,2.53
10/10/2020,27.68,39.89,150.5,0.973,0,29.382,2.95,35.14,10303.22,15.25,6.96,3.955,27.82,2.53
10/11/2020,27.51,39.49,134.4333333,0.973,0,29.382,2.83,35.14,10338.36,15.3,6.96,3.955,27.67,2.53
10/12/2020,27.78,36.59,148.2333333,0.973,0,29.382,2.02,35.14,10373.5,15.35,6.96,3.955,27.97,2.53
10/13/2020,28.36,38.25,147.1,0.973,0,29.382,1.79,35.14,10408.64,15.4,6.96,3.955,28.07,2.53
10/14/2020,28.21,41.65,145.9666667,0.973,0,29.382,2.03,35.14,10443.78,15.46,6.96,3.955,29,2.53
10/15/2020,28.03,36.95,144.8333333,0.973,0,29.382,2.59,35.14,10478.92,15.51,6.96,3.955,28.69,2.53
10/16/2020,26.93,33.16,143.7,0.973,0,29.382,2.86,35.14,10514.06,15.56,6.96,3.955,27.41,2.53
10/17/2020,27,31.91,142.6,0.973,0,29.382,2.63,35.14,10549.2,15.61,6.96,3.955,27.35,2.53
10/18/2020,25.98,31.77,127.3333333,0.973,0,29.382,3.7,35.14,10584.34,15.66,6.96,3.955,26.11,2.53
10/19/2020,24.85,31.35,140.3333333,0.973,0,29.382,3.7,35.14,10619.48,15.72,6.96,3.955,24.93,2.53
10/20/2020,24.93,27.29,139.2,0.973,0,29.382,3.43,35.14,10654.62,15.77,6.96,3.955,24.27,2.53
10/21/2020,26.22,23.42,138.0666667,0.973,0,29.382,2.38,35.14,10689.76,15.82,6.96,3.955,24.79,2.53
10/22/2020,26.75,31.78,136.9333333,0.973,0,29.382,1.85,35.14,10724.9,15.87,6.96,3.955,26.61,2.53
10/23/2020,25.81,32.75,135.8,0.973,0,29.382,2.91,35.14,10760.04,15.92,6.96,3.955,26.09,2.53
10/24/2020,24.87,27.27,134.6666667,0.973,0,29.382,2.84,35.14,10795.18,15.98,6.96,3.955,24.15,2.53
10/25/2020,24.74,24.73,120.1666667,0.973,0,29.382,2.31,35.14,10830.32,16.03,6.96,3.955,23.59,2.53
10/26/2020,24.34,26.47,132.4,0.973,0,29.382,2.79,35.14,10865.46,16.08,6.96,3.955,23.9,2.53
10/27/2020,23.01,30,131.3,0.973,0,29.382,3.27,35.14,10900.6,16.13,6.96,3.955,23.05,2.53
10/28/2020,22.76,24.15,130.1666667,0.973,0,29.382,2.04,35.14,10935.74,16.18,6.96,3.955,22.14,2.53
10/29/2020,22.45,25.93,129.0333333,0.973,0,29.382,2.08,35.14,10970.88,16.24,6.96,3.955,22.29,2.53
10/30/2020,22.44,28.33,127.9,0.973,0,29.382,3.17,35.14,11006.02,16.29,6.96,3.955,22.63,2.53
10/31/2020,22.07,29.39,126.7666667,0.973,0,29.382,4.16,35.14,11041.16,16.34,6.96,3.955,22.22,2.53
11/1/2020,21.21,23.45,113.0666667,0.973,0,29.382,3.7,42.84,11084,16.4,6.96,3.955,21.09,2.53
11/2/2020,21,25.39,126.6333333,0.973,0,29.382,3.67,42.84,11126.84,16.47,6.96,3.955,20.86,2.53
11/3/2020,21.61,23.74,127.6333333,0.973,0,29.382,2.63,42.84,11169.68,16.53,6.96,3.955,21.15,2.53
11/4/2020,21.75,25.87,128.6333333,0.973,0,29.382,2.95,42.84,11212.52,16.59,6.96,3.955,20.56,2.53
11/5/2020,21.59,24.58,129.6333333,0.973,0,29.382,2.88,42.84,11255.36,16.66,6.96,3.955,20.58,2.53
11/6/2020,21.81,24.8,130.6333333,0.973,0,29.382,2.91,42.84,11298.2,16.72,6.96,3.955,20.88,2.53
11/7/2020,21.54,28.4,131.6333333,0.973,0,29.382,2.98,42.84,11341.04,16.78,6.96,3.955,20.42,2.53
11/8/2020,21.23,29.6,119.3666667,0.973,0,29.382,2.3,42.84,11383.88,16.85,6.96,3.955,19.9,2.53
11/9/2020,20.07,33.23,133.6666667,0.973,0,29.382,2.56,42.84,11426.72,16.91,6.96,3.955,19.33,2.53
11/10/2020,22.31,28.72,134.6666667,0.973,0,29.382,1.75,42.84,11469.56,16.97,6.96,3.955,20.75,2.53
11/11/2020,22.28,32.78,135.6666667,0.973,0,29.382,1.91,42.84,11512.4,17.04,6.96,3.955,21.19,2.53
11/12/2020,21.43,38.93,136.6666667,0.973,0,29.382,1.99,42.84,11555.24,17.1,6.96,3.955,22.08,2.53
11/13/2020,21.1,36.59,137.6666667,0.973,0,29.382,2.44,42.84,11598.08,17.17,6.96,3.955,21.25,2.53
11/14/2020,21.77,31.49,138.6666667,0.973,0,29.382,1.76,42.84,11640.92,17.23,6.96,3.955,20.92,2.53
11/15/2020,22.47,41.19,125.7,0.973,1.91,29.382,3.02,42.84,11683.76,17.29,6.96,3.955,22.72,2.53
11/16/2020,20.41,65.18,140.6666667,0.973,3.15,29.382,2.71,42.84,11726.6,17.36,6.96,3.955,21.43,2.53
11/17/2020,19.19,56.22,141.6666667,0.973,0,29.382,3.11,42.84,11769.44,17.42,6.96,3.955,19.98,2.53
11/18/2020,18.37,45.1,142.6666667,0.973,0,29.382,2.55,42.84,11812.28,17.48,6.96,3.955,19.1,2.53
11/19/2020,17.67,36.83,143.6666667,0.973,0,29.382,2.95,42.84,11855.12,17.55,6.96,3.955,18.11,2.53
11/20/2020,17.24,35.19,144.6666667,0.973,0,29.382,4.39,42.84,11897.96,17.61,6.96,3.955,17.41,2.53
11/21/2020,16.38,37.13,145.6666667,0.973,0,29.382,5.02,42.84,11940.8,17.67,6.96,3.955,16.57,2.53
11/22/2020,16.2,28.39,132,0.973,0,29.382,3.5,42.84,11983.64,17.74,6.96,3.955,15.99,2.53
11/23/2020,17.85,22.88,147.6666667,0.973,0,29.382,1.88,42.84,12026.48,17.8,6.96,3.955,16.47,2.53
11/24/2020,18.08,23.67,148.7,0.973,0,29.382,1.7,42.84,12069.32,17.86,6.96,3.955,17.22,2.53
11/25/2020,18.4,27.09,149.7,0.973,0,29.382,1.7,42.84,12112.16,17.93,6.96,3.955,18.03,2.53
11/26/2020,17.42,50.54,150.7,0.973,0.21,29.382,3.75,42.84,12155,17.99,6.96,3.955,18.01,2.53
11/27/2020,17.63,44.13,151.7,0.973,0,29.382,4.19,42.84,12197.84,18.05,6.96,3.955,18.2,2.53
11/28/2020,16.58,41.63,152.7,0.973,0,29.382,3.89,42.84,12240.68,18.12,6.96,3.955,16.89,2.53
11/29/2020,16.21,34.17,138.3333333,0.973,0,29.382,2.85,42.84,12283.52,18.18,6.96,3.955,16.17,2.53
11/30/2020,17,33.06,154.7,0.973,0,29.382,2.69,42.84,12326.36,18.24,6.96,3.955,16.66,2.53
12/1/2020,17.02,39.08,155.7,0.973,0,29.382,2.82,47.73,12374.09,18.31,6.96,3.955,17.04,2.53
12/2/2020,17.78,43.13,156.0666667,0.973,0,29.382,3.79,47.73,12421.82,18.38,6.96,3.955,17.74,2.53
12/3/2020,18.09,45.52,156.4666667,0.973,0,29.382,2.32,47.73,12469.55,18.45,6.96,3.955,17.51,2.53
12/4/2020,19.71,34.27,156.8333333,0.973,0,29.382,1.57,47.73,12517.28,18.53,6.96,3.955,17.78,2.53
12/5/2020,19.62,30.46,157.2,0.973,0,29.382,2.5,47.73,12565.01,18.6,6.96,3.955,18.78,2.53
12/6/2020,19.44,35.32,141.8,0.973,0,29.382,2.36,47.73,12612.74,18.67,6.96,3.955,18.98,2.53
12/7/2020,18.91,38.12,157.9666667,0.973,0,29.382,3.59,47.73,12660.47,18.74,6.96,3.955,18.81,2.53
12/8/2020,19.19,38.14,158.3333333,0.973,0,29.382,2.2,47.73,12708.2,18.81,6.96,3.955,18.44,2.53
12/9/2020,20.08,37.86,158.7,0.973,0,29.382,2.75,47.73,12755.93,18.88,6.96,3.955,19.27,2.53
12/10/2020,20.18,44.8,159.1,0.973,0,29.382,2.64,47.73,12803.66,18.95,6.96,3.955,20.32,2.53
12/11/2020,20.66,45.22,159.4666667,0.973,0,29.382,2.05,47.73,12851.39,19.02,6.96,3.955,20.81,2.53
12/12/2020,19.26,59.32,159.8333333,0.973,1.84,29.382,2.37,47.73,12899.12,19.09,6.96,3.955,19.27,2.53
12/13/2020,15.34,51.71,144.1666667,0.973,0.05,29.382,4.28,47.73,12946.85,19.16,6.96,3.955,15.78,2.53
12/14/2020,13.06,46.52,160.6,0.973,0,29.382,3.56,47.73,12994.58,19.23,6.96,3.955,13.38,2.53
12/15/2020,12.32,45.29,160.9666667,0.973,0,29.382,3.37,47.73,13042.31,19.3,6.96,3.955,12.75,2.53
12/16/2020,12.74,39.86,161.3333333,0.973,0,29.382,4.52,47.73,13090.04,19.37,6.96,3.955,12.94,2.53
12/17/2020,10.2,36.6,161.7333333,0.973,0,29.382,4.51,47.73,13137.77,19.44,6.96,3.955,10.49,2.53
12/18/2020,11.3,33.4,162.1,0.973,0,29.382,4.79,47.73,13185.5,19.51,6.96,3.955,11.31,2.53
12/19/2020,12.7,29.62,162.4666667,0.973,0,29.382,4.43,47.73,13233.23,19.59,6.96,3.955,12.63,2.53
12/20/2020,13.5,28.49,146.5666667,0.973,0,29.382,3.98,47.73,13280.96,19.66,6.96,3.955,13.55,2.53
12/21/2020,13.65,38.52,163.2333333,0.973,0,29.382,3.56,47.73,13328.69,19.73,6.96,3.955,13.43,2.53
12/22/2020,15.28,34.77,163.6,0.973,0,29.382,2.76,47.73,13376.42,19.8,6.96,3.955,15.5,2.53
12/23/2020,14.76,36.77,163.9666667,0.973,0,29.382,2.89,47.73,13424.15,19.87,6.96,3.955,14.83,2.53
12/24/2020,14.06,40.37,164.3666667,0.973,0,29.382,3.16,47.73,13471.88,19.94,6.96,3.955,13.99,2.53
12/25/2020,13.2,40,164.7333333,0.973,0,29.382,3.73,47.73,13519.61,20.01,6.96,3.955,13.06,2.53
12/26/2020,13.95,38.05,165.1,0.973,0,29.382,3.35,47.73,13567.34,20.08,6.96,3.955,13.73,2.53
12/27/2020,15.72,34.17,148.9333333,0.973,0,29.382,2.55,47.73,13615.07,20.15,6.96,3.955,15.29,2.53
12/28/2020,11.85,34.04,165.8666667,0.973,0,29.382,4.03,47.73,13662.8,20.22,6.96,3.955,12.04,2.53
12/29/2020,11.2,40.33,166.2333333,0.973,0,29.382,4.21,47.73,13710.53,20.29,6.96,3.955,11.25,2.53
12/30/2020,10.19,48.21,166.6,0.973,0,29.382,3.66,47.73,13758.26,20.36,6.96,3.955,10.36,2.53
12/31/2020,10.78,39.56,167,0.973,0,29.382,3.13,47.73,13805.99,20.43,6.96,3.955,10.65,2.53
1/1/2021,13.36,31.89,167.3666667,0.823,0,31.497,1.53,71.78,13877.77,20.54,7.57,4.644,12.2,2.78
1/2/2021,13.5,53.98,166.8,0.823,7.36,31.497,2.43,71.78,13949.55,20.65,7.57,4.644,13.21,2.78
1/3/2021,15.79,87.44,149.5666667,0.823,18.79,31.497,3.94,71.78,14021.33,20.75,7.57,4.644,15.63,2.78
1/4/2021,17.43,76.5,165.6333333,0.823,0.12,31.497,2.86,71.78,14093.11,20.86,7.57,4.644,17.68,2.78
1/5/2021,17.53,73.36,165.0666667,0.823,2.98,31.497,3.35,71.78,14164.89,20.96,7.57,4.644,17.5,2.78
1/6/2021,16.49,74.58,164.5,0.823,8.24,31.497,1.45,71.78,14236.67,21.07,7.57,4.644,15.92,2.78
1/7/2021,14.49,76.34,163.9,0.823,0.32,31.497,2.72,71.78,14308.45,21.18,7.57,4.644,14.75,2.78
1/8/2021,15.48,71.88,163.3333333,0.823,0.44,31.497,1.89,71.78,14380.23,21.28,7.57,4.644,15.83,2.78
1/9/2021,15.88,64.41,162.7666667,0.823,0.91,31.497,2.88,71.78,14452.01,21.39,7.57,4.644,16.29,2.78
1/10/2021,12.98,58.13,145.9666667,0.823,0,31.497,4.16,71.78,14523.79,21.5,7.57,4.644,13.45,2.78
1/11/2021,11,53.02,161.6,0.823,0,31.497,4.38,71.78,14595.57,21.6,7.57,4.644,11.12,2.78
1/12/2021,11.24,48.85,161.0333333,0.823,0,31.497,4.14,71.78,14667.35,21.71,7.57,4.644,11.09,2.78
1/13/2021,10.09,46.81,160.4666667,0.823,0,31.497,3.67,71.78,14739.13,21.81,7.57,4.644,9.73,2.78
1/14/2021,12.06,39.14,159.9,0.823,0,31.497,1.75,71.78,14810.91,21.92,7.57,4.644,10.03,2.78
1/15/2021,12.65,37.15,159.3,0.823,0,31.497,1.66,71.78,14882.69,22.03,7.57,4.644,10.07,2.78
1/16/2021,10.91,45.45,158.7333333,0.823,0,31.497,3.16,71.78,14954.47,22.13,7.57,4.644,10.2,2.78
1/17/2021,10.94,48.03,142.3333333,0.823,0,31.497,2.58,71.78,15026.25,22.24,7.57,4.644,9.8,2.78
1/18/2021,13.73,40.97,157.6,0.823,0,31.497,2.54,71.78,15098.03,22.35,7.57,4.644,12.91,2.78
1/19/2021,14.92,49.95,157,0.823,0,31.497,3.24,71.78,15169.81,22.45,7.57,4.644,14.66,2.78
1/20/2021,13.54,50.16,156.4333333,0.823,0,31.497,4.94,71.78,15241.59,22.56,7.57,4.644,13.51,2.78
1/21/2021,13.09,51.09,155.8666667,0.823,0,31.497,4.65,71.78,15313.37,22.66,7.57,4.644,12.61,2.78
1/22/2021,13.32,41.61,155.3,0.823,0,31.497,2.29,71.78,15385.15,22.77,7.57,4.644,12.31,2.78
1/23/2021,14.04,40.74,154.7,0.823,0,31.497,3.34,71.78,15456.93,22.88,7.57,4.644,13.12,2.78
1/24/2021,12.08,55.76,138.7333333,0.823,0,31.497,3.01,71.78,15528.71,22.98,7.57,4.644,12.26,2.78
1/25/2021,10.83,50.87,153.5666667,0.823,0,31.497,2.53,71.78,15600.49,23.09,7.57,4.644,10.62,2.78
1/26/2021,11.92,49.09,153,0.823,0,31.497,2.91,71.78,15672.27,23.19,7.57,4.644,11.66,2.78
1/27/2021,12.1,44.89,152.4,0.823,0,31.497,3.17,71.78,15744.05,23.3,7.57,4.644,11.57,2.78
1/28/2021,11.34,40.75,151.8333333,0.823,0,31.497,2.67,71.78,15815.83,23.41,7.57,4.644,11.07,2.78
1/29/2021,11.3,41,151.2666667,0.823,0,31.497,3.99,71.78,15887.61,23.51,7.57,4.644,11.09,2.78
1/30/2021,12.1,40.98,150.7,0.823,0,31.497,3.98,71.78,15959.39,23.62,7.57,4.644,11.6,2.78
1/31/2021,14.11,34.11,135.1,0.823,0,31.497,2.3,71.78,16031.17,23.73,7.57,4.644,12.26,2.78
2/1/2021,15.93,32.33,149.5333333,0.823,0,31.497,2.52,58.85,16090.02,23.81,7.57,4.644,13.77,2.78
2/2/2021,16.45,34.59,148.6,0.823,0,31.497,2.06,58.85,16148.87,23.9,7.57,4.644,14.84,2.78
2/3/2021,16.25,39.76,147.6666667,0.823,0.05,31.497,3.23,58.85,16207.72,23.99,7.57,4.644,15.45,2.78
2/4/2021,16.17,55.01,146.7666667,0.823,3.03,31.497,3.48,58.85,16266.57,24.07,7.57,4.644,16.04,2.78
2/5/2021,14.6,64.45,145.8333333,0.823,0.09,31.497,2.62,58.85,16325.42,24.16,7.57,4.644,15.14,2.78
2/6/2021,14.29,50.01,144.9,0.823,0,31.497,3.66,58.85,16384.27,24.25,7.57,4.644,14.6,2.78
2/7/2021,14.51,48.46,129.6,0.823,0,31.497,3.87,58.85,16443.12,24.34,7.57,4.644,14.37,2.78
2/8/2021,15.13,47.19,143.0666667,0.823,0,31.497,3.17,58.85,16501.97,24.42,7.57,4.644,14.99,2.78
2/9/2021,17.63,42.11,142.1333333,0.823,0,31.497,2.82,58.85,16560.82,24.51,7.57,4.644,16.83,2.78
2/10/2021,19.2,37.49,141.2,0.823,0,31.497,1.94,58.85,16619.67,24.6,7.57,4.644,18.47,2.78
2/11/2021,17.5,42.78,140.2666667,0.823,0,31.497,2.44,58.85,16678.52,24.68,7.57,4.644,17.13,2.78
2/12/2021,17.82,44.74,139.3666667,0.823,0,31.497,2.31,58.85,16737.37,24.77,7.57,4.644,16.52,2.78
2/13/2021,18.3,36.03,138.4333333,0.823,0,31.497,2.11,58.85,16796.22,24.86,7.57,4.644,16.7,2.78
2/14/2021,19.38,32.4,123.7333333,0.823,0,31.497,1.85,58.85,16855.07,24.95,7.57,4.644,17.07,2.78
2/15/2021,20.37,31.05,136.6,0.823,0,31.497,1.24,58.85,16913.92,25.03,7.57,4.644,18.39,2.78
2/16/2021,19.49,37.21,135.6666667,0.823,0,31.497,2.11,58.85,16972.77,25.12,7.57,4.644,19.36,2.78
2/17/2021,18.61,40.96,134.7333333,0.823,0,31.497,2.31,58.85,17031.62,25.21,7.57,4.644,18.26,2.78
2/18/2021,19.21,33.83,133.8,0.823,0,31.497,2.01,58.85,17090.47,25.29,7.57,4.644,18.44,2.78
2/19/2021,18.24,37.18,132.8666667,0.823,0,31.497,2.76,58.85,17149.32,25.38,7.57,4.644,18.27,2.78
2/20/2021,17.76,37.4,131.9666667,0.823,0,31.497,2.99,58.85,17208.17,25.47,7.57,4.644,17.6,2.78
2/21/2021,18.11,37.8,117.9333333,0.823,0,31.497,3.51,58.85,17267.02,25.56,7.57,4.644,17.85,2.78
2/22/2021,20.06,33.36,130.1,0.823,0,31.497,3.47,58.85,17325.87,25.64,7.57,4.644,19.69,2.78
2/23/2021,21.89,29.39,129.2,0.823,0,31.497,2.41,58.85,17384.72,25.73,7.57,4.644,20.85,2.78
2/24/2021,23.44,26.88,128.2666667,0.823,0,31.497,2.25,58.85,17443.57,25.82,7.57,4.644,21.73,2.78
2/25/2021,23.01,29.05,127.3333333,0.823,0,31.497,3.18,58.85,17502.42,25.9,7.57,4.644,22.4,2.78
2/26/2021,24.48,31.53,126.4,0.823,0,31.497,3.78,58.85,17561.27,25.99,7.57,4.644,23.48,2.78
2/27/2021,23.97,36.86,125.4666667,0.823,0.38,31.497,3.43,58.85,17620.12,26.08,7.57,4.644,23.81,2.78
2/28/2021,22.85,30.13,112.1,0.823,0,31.497,3.21,58.85,17678.97,26.16,7.57,4.644,23.49,2.78
3/1/2021,21.17,22.95,123.6333333,0.823,0,31.497,4.63,43.58,17722.55,26.23,7.57,4.644,21.57,2.78
3/2/2021,20.75,23.79,124.3333333,0.823,0,31.497,5.23,43.58,17766.13,26.29,7.57,4.644,21.07,2.78
3/3/2021,22.65,20.64,125.0666667,0.823,0,31.497,3.82,43.58,17809.71,26.36,7.57,4.644,22.07,2.78
3/4/2021,24.49,19.09,125.7666667,0.823,0,31.497,2.28,43.58,17853.29,26.42,7.57,4.644,23.64,2.78
3/5/2021,23.61,20.91,126.5,0.823,0,31.497,4.78,43.58,17896.87,26.49,7.57,4.644,23.93,2.78
3/6/2021,24.74,18.83,127.2,0.823,0,31.497,4.48,43.58,17940.45,26.55,7.57,4.644,24.52,2.78
3/7/2021,25.6,18.83,115.1,0.823,0,31.497,2.69,43.58,17984.03,26.62,7.57,4.644,26.18,2.78
3/8/2021,25.16,24.21,128.6333333,0.823,0.03,31.497,3.11,43.58,18027.61,26.68,7.57,4.644,25.55,2.78
3/9/2021,26.6,24.96,129.3333333,0.823,0,31.497,2.13,43.58,18071.19,26.75,7.57,4.644,27.57,2.78
